762,251.327089276,25.9932878681
82,26.8686884234,4.92798623128
179,42.1032231965,59.1109922061
458,135.636425207,98.2556759697
814,218.680383787,79.5200359147
774,246.767365621,91.9389139059
572,183.710532139,47.7156376074
564,168.598657449,99.9918547868
614,189.913321536,45.4821903177
147,37.1672002244,43.6813357749
928,301.410811037,1.13380063505
117,32.7799375145,7.45343634783
984,282.754671154,96.0582374517
923,271.569443306,77.1787150983
935,261.458909525,73.4537174006
308,83.8892295743,57.3714310438
707,214.546791126,63.7164976052
322,84.3442000105,93.0388824175
906,292.482538829,46.3828188258
552,163.065280658,39.789221377
833,246.504763865,97.206014248
442,125.076589821,58.3584057702
739,221.530257428,18.083424849
130,40.9625322606,2.47694194034
332,99.2521617173,16.6347821183
250,70.343204156,6.84488936814
242,77.5490596424,9.12866421467
945,322.88841092,7.42931008411
675,202.158396877,6.60306888083
123,27.1182702264,68.1698325262
838,236.586088574,44.5747329854
131,22.489266937,86.1715276152
684,216.10654826,2.29828223381
935,296.593922032,75.4388884296
651,205.287373164,45.3782707995
657,186.702152408,41.3016768682
105,29.5302503845,15.1194757879
199,55.6950640585,33.8071899154
449,145.427443445,19.515819528
524,164.667671792,49.5080485878
767,242.204706672,39.4899917905
754,242.705319353,26.8533691913
284,82.7847905505,2.06621852274
57,17.4189737588,1.77593486476
732,237.004459211,15.8279284036
845,232.982714944,64.6967955135
933,260.268359372,20.2296557854
285,65.1329632604,95.4534851149
931,283.767932008,19.2509238582
442,144.058167573,37.1025390148
335,96.1369234133,86.9214117076
545,146.585396008,72.2776741132
138,29.6509409368,57.0823330456
908,280.634316634,77.2564487274
403,109.53496987,60.9015125489
610,190.454618969,75.651786468
367,112.434510565,9.98412305631
808,255.787271741,80.0199967717
168,34.4298450442,91.0392824894
569,188.831590778,9.08308664756
493,143.406935034,32.4362317765
327,88.3806741079,31.7181177718
352,113.954521697,7.76814019119
625,193.868852854,64.8881549573
222,65.1486267691,34.9348080638
971,312.548053954,65.9099500315
817,240.271524765,48.9369897614
53,-0.580071536948,91.3142257857
543,169.862821873,32.3825615722
22,-10.0129390739,88.3128159953
559,172.82399434,5.17489195803
680,205.223239258,68.9782215638
442,133.012902444,51.0164113723
229,66.7735135527,24.7937646045
137,31.2187449566,64.8620980274
38,11.6019356054,6.58116632418
974,257.646120348,97.4072651934
527,175.648730999,14.7406909675
683,191.179348305,14.3993967052
550,142.88176584,76.2225049618
278,92.9706765633,2.10890168253
701,199.294914326,13.5193727465
899,275.172654553,25.7446286793
645,179.980560169,22.8205660933
42,2.46262718359,57.0553444172
786,250.017319477,78.2692755151
519,147.538165172,8.33570716803
71,9.04402593985,66.5961298665
466,137.265494793,85.5804514955
985,263.707572162,83.6282348661
870,261.198077496,28.6596321551
796,262.094921084,50.7790970043
662,217.591279515,39.9266164926
93,28.2535705665,14.0211783021
906,280.716810238,57.3529292215
162,50.8963257799,16.8718479007
861,238.729298413,85.9782513905
520,174.213742606,18.1532198783
57,8.5040149834,52.9083729028
946,261.812229685,93.4594271452
150,35.9853140474,62.7115676404
664,207.804179306,77.1657213687
660,210.090063111,35.4909904982
525,166.286772628,24.2598080141
301,81.6945980887,43.4767332469
434,131.184645377,11.8291997292
105,21.911272648,57.2739010065
955,289.870082084,72.0793879749
617,177.099395909,93.3932124808
845,258.839710844,61.0789510122
695,226.826096134,22.9522591581
567,178.458934622,18.2270086273
372,114.297556414,44.9259608282
606,178.949620186,86.0251429485
842,244.220285718,64.9526031674
995,280.442028979,47.6798121459
89,18.3177741026,43.0248705911
441,128.656178922,74.3747530578
351,99.4275321941,20.0302719243
282,77.0214799804,79.5591469777
168,48.539643393,10.3697539504
393,121.172766335,53.824159443
967,306.961392643,73.6097232175
794,236.853991641,24.2585624243
901,242.400367475,67.8485109232
951,299.6321736,73.9932142628
181,55.016496027,21.8365107055
52,8.66276790947,36.0499149198
323,85.0473223549,87.8995447705
674,181.265744324,66.4172232777
238,57.2030081011,93.9629617772
487,150.679412789,60.2108435318
703,201.165828171,55.4370038144
237,55.0576801455,94.9652956955
180,50.201368701,37.488917658
690,211.469523491,46.9609064724
619,192.116145968,62.3592952802
13,-7.20754747151,63.0251554615
710,214.321120912,21.4243211209
186,50.1447556239,39.7508378213
338,96.6188550148,77.6450677272
511,148.267759347,51.6901073269
677,214.685534013,28.2267794355
45,-1.70376977506,84.6438902679
445,121.850775627,22.1702330548
933,247.258963288,96.8233854915
687,218.574330148,12.9604690431
609,178.937674095,19.9188892027
388,102.770331222,56.5187958017
229,63.3921846766,49.539413887
513,159.96458815,54.3152739228
889,248.936068208,61.9271569679
635,189.578787351,76.5666011997
280,84.6004932138,51.266840373
191,53.922425871,14.1547963921
193,53.4837519151,62.2197845721
805,246.678698978,34.5065812523
214,61.9188546944,43.4971146241
445,127.273934977,39.7719881208
728,225.011180897,80.2221603844
402,99.371901203,90.6385333377
68,17.7601741943,22.0413658126
172,45.9885136351,60.4132490798
800,242.747407647,81.4980296148
390,119.706581437,7.21911071482
396,118.348055523,20.8969109378
520,172.709588387,19.4897961076
580,183.775352307,5.04290185178
985,293.126622263,88.5358077907
723,207.929568653,25.6838744151
702,214.842257347,57.8228946541
832,262.635671391,23.4548074841
512,134.617018829,65.5411046619
817,232.457979855,35.9612290457
654,192.972588336,1.72924296984
8,-6.33961562582,44.9766694868
785,225.269705458,18.7340247635
769,237.285084771,44.6455330679
700,214.350086019,6.20755418351
861,272.088970497,22.3840867486
341,114.642008513,9.34267862333
386,114.34801481,66.2745046306
346,91.7285906329,70.0039044778
308,97.4256644443,24.3906091446
41,7.03189751339,30.9199833404
451,116.88240348,72.0483281706
23,-5.49400119373,66.5917399329
982,307.62673205,80.3774983753
349,97.3657913993,17.5398992798
954,301.404030059,51.817234512
329,110.437535215,1.15027394272
859,250.466929728,32.9493087387
571,162.511882203,82.1171018078
286,88.3120080448,21.2224957842
218,53.1314663175,78.5021875092
297,82.088824038,82.7287294402
74,4.60903775017,98.9646673402
1,-6.11342625918,33.5220046361
719,201.38019541,30.3492968526
193,54.0294001889,25.2914868914
421,122.148191261,95.0368964575
764,225.213977303,6.84809003971
812,226.787484366,56.9946661449
259,59.5707766,85.6045615122
277,88.0363334127,13.155575315
356,107.635611089,30.5774122291
566,163.688834744,2.23440961427
662,175.726903227,67.0028815827
885,290.973266904,28.03593089
572,189.871239925,27.4637835272
658,186.352895271,59.3887446307
743,240.026451545,36.5550322817
984,299.737822071,24.6602710366
572,169.457678165,13.0973024624
330,96.1201205806,71.1759886839
568,162.335756054,7.22276050937
584,180.357172701,10.8056978353
221,59.9883816778,35.0292427793
307,94.9529634972,48.5007379904
771,252.207521847,60.4259487812
283,88.2099451689,1.41799988066
158,41.6088347387,24.8602481045
645,185.843036768,66.2838801925
